model,quantization,language,problem,pass
deepseekcoder-7b,8bit,py,HumanEval_29_filter_by_prefix,1
deepseekcoder-7b,8bit,py,HumanEval_29_filter_by_prefix,1
deepseekcoder-7b,8bit,py,HumanEval_29_filter_by_prefix,1
deepseekcoder-7b,8bit,py,HumanEval_29_filter_by_prefix,1
deepseekcoder-7b,8bit,py,HumanEval_29_filter_by_prefix,1
deepseekcoder-7b,8bit,py,HumanEval_29_filter_by_prefix,1
deepseekcoder-7b,8bit,py,HumanEval_29_filter_by_prefix,1
deepseekcoder-7b,8bit,py,HumanEval_29_filter_by_prefix,1
deepseekcoder-7b,8bit,py,HumanEval_29_filter_by_prefix,1
deepseekcoder-7b,8bit,py,HumanEval_29_filter_by_prefix,1
deepseekcoder-7b,8bit,py,HumanEval_29_filter_by_prefix,1
deepseekcoder-7b,8bit,py,HumanEval_29_filter_by_prefix,1
deepseekcoder-7b,8bit,py,HumanEval_29_filter_by_prefix,1
deepseekcoder-7b,8bit,py,HumanEval_29_filter_by_prefix,1
deepseekcoder-7b,8bit,py,HumanEval_29_filter_by_prefix,1
deepseekcoder-7b,8bit,py,HumanEval_29_filter_by_prefix,1
deepseekcoder-7b,8bit,py,HumanEval_29_filter_by_prefix,1
deepseekcoder-7b,8bit,py,HumanEval_39_prime_fib,1
deepseekcoder-7b,8bit,py,HumanEval_39_prime_fib,0
deepseekcoder-7b,8bit,py,HumanEval_39_prime_fib,1
deepseekcoder-7b,8bit,py,HumanEval_39_prime_fib,1
deepseekcoder-7b,8bit,py,HumanEval_39_prime_fib,1
deepseekcoder-7b,8bit,py,HumanEval_39_prime_fib,0
deepseekcoder-7b,8bit,py,HumanEval_39_prime_fib,1
deepseekcoder-7b,8bit,py,HumanEval_39_prime_fib,1
deepseekcoder-7b,8bit,py,HumanEval_39_prime_fib,1
deepseekcoder-7b,8bit,py,HumanEval_39_prime_fib,0
deepseekcoder-7b,8bit,py,HumanEval_39_prime_fib,0
deepseekcoder-7b,8bit,py,HumanEval_39_prime_fib,1
deepseekcoder-7b,8bit,py,HumanEval_39_prime_fib,1
deepseekcoder-7b,8bit,py,HumanEval_39_prime_fib,1
deepseekcoder-7b,8bit,py,HumanEval_39_prime_fib,1
deepseekcoder-7b,8bit,py,HumanEval_39_prime_fib,0
deepseekcoder-7b,8bit,py,HumanEval_39_prime_fib,0
deepseekcoder-7b,8bit,py,HumanEval_39_prime_fib,0
deepseekcoder-7b,8bit,py,HumanEval_39_prime_fib,1
deepseekcoder-7b,8bit,py,HumanEval_39_prime_fib,1
deepseekcoder-7b,8bit,py,HumanEval_84_solve,0
deepseekcoder-7b,8bit,py,HumanEval_84_solve,0
deepseekcoder-7b,8bit,py,HumanEval_84_solve,0
deepseekcoder-7b,8bit,py,HumanEval_84_solve,0
deepseekcoder-7b,8bit,py,HumanEval_84_solve,0
deepseekcoder-7b,8bit,py,HumanEval_84_solve,0
deepseekcoder-7b,8bit,py,HumanEval_84_solve,0
deepseekcoder-7b,8bit,py,HumanEval_84_solve,0
deepseekcoder-7b,8bit,py,HumanEval_84_solve,0
deepseekcoder-7b,8bit,py,HumanEval_84_solve,0
deepseekcoder-7b,8bit,py,HumanEval_84_solve,0
deepseekcoder-7b,8bit,py,HumanEval_84_solve,0
deepseekcoder-7b,8bit,py,HumanEval_84_solve,0
deepseekcoder-7b,8bit,py,HumanEval_84_solve,0
deepseekcoder-7b,8bit,py,HumanEval_84_solve,0
deepseekcoder-7b,8bit,py,HumanEval_84_solve,0
deepseekcoder-7b,8bit,py,HumanEval_84_solve,0
deepseekcoder-7b,8bit,py,HumanEval_84_solve,0
deepseekcoder-7b,8bit,py,HumanEval_84_solve,0
deepseekcoder-7b,8bit,py,HumanEval_84_solve,0
deepseekcoder-7b,8bit,py,HumanEval_72_will_it_fly,1
deepseekcoder-7b,8bit,py,HumanEval_72_will_it_fly,1
deepseekcoder-7b,8bit,py,HumanEval_72_will_it_fly,1
deepseekcoder-7b,8bit,py,HumanEval_72_will_it_fly,1
deepseekcoder-7b,8bit,py,HumanEval_72_will_it_fly,1
deepseekcoder-7b,8bit,py,HumanEval_72_will_it_fly,1
deepseekcoder-7b,8bit,py,HumanEval_72_will_it_fly,1
deepseekcoder-7b,8bit,py,HumanEval_72_will_it_fly,1
deepseekcoder-7b,8bit,py,HumanEval_72_will_it_fly,1
deepseekcoder-7b,8bit,py,HumanEval_72_will_it_fly,1
deepseekcoder-7b,8bit,py,HumanEval_72_will_it_fly,1
deepseekcoder-7b,8bit,py,HumanEval_72_will_it_fly,1
deepseekcoder-7b,8bit,py,HumanEval_72_will_it_fly,1
deepseekcoder-7b,8bit,py,HumanEval_72_will_it_fly,1
deepseekcoder-7b,8bit,py,HumanEval_72_will_it_fly,1
deepseekcoder-7b,8bit,py,HumanEval_72_will_it_fly,1
deepseekcoder-7b,8bit,py,HumanEval_72_will_it_fly,1
deepseekcoder-7b,8bit,py,HumanEval_72_will_it_fly,1
deepseekcoder-7b,8bit,py,HumanEval_72_will_it_fly,1
deepseekcoder-7b,8bit,py,HumanEval_72_will_it_fly,1
deepseekcoder-7b,8bit,py,HumanEval_5_intersperse,0
deepseekcoder-7b,8bit,py,HumanEval_5_intersperse,0
deepseekcoder-7b,8bit,py,HumanEval_5_intersperse,1
deepseekcoder-7b,8bit,py,HumanEval_5_intersperse,0
deepseekcoder-7b,8bit,py,HumanEval_5_intersperse,0
deepseekcoder-7b,8bit,py,HumanEval_5_intersperse,0
deepseekcoder-7b,8bit,py,HumanEval_5_intersperse,0
deepseekcoder-7b,8bit,py,HumanEval_5_intersperse,0
deepseekcoder-7b,8bit,py,HumanEval_5_intersperse,0
deepseekcoder-7b,8bit,py,HumanEval_5_intersperse,0
deepseekcoder-7b,8bit,py,HumanEval_5_intersperse,0
deepseekcoder-7b,8bit,py,HumanEval_5_intersperse,0
deepseekcoder-7b,8bit,py,HumanEval_5_intersperse,0
deepseekcoder-7b,8bit,py,HumanEval_5_intersperse,0
deepseekcoder-7b,8bit,py,HumanEval_5_intersperse,0
deepseekcoder-7b,8bit,py,HumanEval_5_intersperse,1
deepseekcoder-7b,8bit,py,HumanEval_5_intersperse,0
deepseekcoder-7b,8bit,py,HumanEval_5_intersperse,0
deepseekcoder-7b,8bit,py,HumanEval_5_intersperse,0
deepseekcoder-7b,8bit,py,HumanEval_5_intersperse,0
deepseekcoder-7b,8bit,py,HumanEval_114_minSubArraySum,1
deepseekcoder-7b,8bit,py,HumanEval_114_minSubArraySum,1
deepseekcoder-7b,8bit,py,HumanEval_114_minSubArraySum,1
deepseekcoder-7b,8bit,py,HumanEval_114_minSubArraySum,1
deepseekcoder-7b,8bit,py,HumanEval_114_minSubArraySum,1
deepseekcoder-7b,8bit,py,HumanEval_114_minSubArraySum,1
deepseekcoder-7b,8bit,py,HumanEval_114_minSubArraySum,1
deepseekcoder-7b,8bit,py,HumanEval_114_minSubArraySum,1
deepseekcoder-7b,8bit,py,HumanEval_114_minSubArraySum,1
deepseekcoder-7b,8bit,py,HumanEval_114_minSubArraySum,1
deepseekcoder-7b,8bit,py,HumanEval_114_minSubArraySum,1
deepseekcoder-7b,8bit,py,HumanEval_114_minSubArraySum,1
deepseekcoder-7b,8bit,py,HumanEval_114_minSubArraySum,1
deepseekcoder-7b,8bit,py,HumanEval_114_minSubArraySum,1
deepseekcoder-7b,8bit,py,HumanEval_114_minSubArraySum,1
deepseekcoder-7b,8bit,py,HumanEval_114_minSubArraySum,1
deepseekcoder-7b,8bit,py,HumanEval_114_minSubArraySum,1
deepseekcoder-7b,8bit,py,HumanEval_114_minSubArraySum,1
deepseekcoder-7b,8bit,py,HumanEval_114_minSubArraySum,1
deepseekcoder-7b,8bit,py,HumanEval_114_minSubArraySum,1
deepseekcoder-7b,8bit,py,HumanEval_77_iscube,1
deepseekcoder-7b,8bit,py,HumanEval_77_iscube,0
deepseekcoder-7b,8bit,py,HumanEval_77_iscube,0
deepseekcoder-7b,8bit,py,HumanEval_77_iscube,1
deepseekcoder-7b,8bit,py,HumanEval_77_iscube,0
deepseekcoder-7b,8bit,py,HumanEval_77_iscube,0
deepseekcoder-7b,8bit,py,HumanEval_77_iscube,0
deepseekcoder-7b,8bit,py,HumanEval_77_iscube,0
deepseekcoder-7b,8bit,py,HumanEval_77_iscube,0
deepseekcoder-7b,8bit,py,HumanEval_77_iscube,0
deepseekcoder-7b,8bit,py,HumanEval_77_iscube,0
deepseekcoder-7b,8bit,py,HumanEval_77_iscube,1
deepseekcoder-7b,8bit,py,HumanEval_77_iscube,0
deepseekcoder-7b,8bit,py,HumanEval_77_iscube,0
deepseekcoder-7b,8bit,py,HumanEval_77_iscube,0
deepseekcoder-7b,8bit,py,HumanEval_77_iscube,0
deepseekcoder-7b,8bit,py,HumanEval_77_iscube,0
deepseekcoder-7b,8bit,py,HumanEval_77_iscube,0
deepseekcoder-7b,8bit,py,HumanEval_77_iscube,0
deepseekcoder-7b,8bit,py,HumanEval_77_iscube,0
deepseekcoder-7b,8bit,py,HumanEval_66_digitSum,1
deepseekcoder-7b,8bit,py,HumanEval_66_digitSum,1
deepseekcoder-7b,8bit,py,HumanEval_66_digitSum,1
deepseekcoder-7b,8bit,py,HumanEval_66_digitSum,1
deepseekcoder-7b,8bit,py,HumanEval_66_digitSum,1
deepseekcoder-7b,8bit,py,HumanEval_66_digitSum,1
deepseekcoder-7b,8bit,py,HumanEval_66_digitSum,1
deepseekcoder-7b,8bit,py,HumanEval_66_digitSum,1
deepseekcoder-7b,8bit,py,HumanEval_66_digitSum,1
deepseekcoder-7b,8bit,py,HumanEval_66_digitSum,1
deepseekcoder-7b,8bit,py,HumanEval_66_digitSum,1
deepseekcoder-7b,8bit,py,HumanEval_66_digitSum,1
deepseekcoder-7b,8bit,py,HumanEval_66_digitSum,1
deepseekcoder-7b,8bit,py,HumanEval_66_digitSum,1
deepseekcoder-7b,8bit,py,HumanEval_66_digitSum,1
deepseekcoder-7b,8bit,py,HumanEval_66_digitSum,1
deepseekcoder-7b,8bit,py,HumanEval_66_digitSum,1
deepseekcoder-7b,8bit,py,HumanEval_66_digitSum,1
deepseekcoder-7b,8bit,py,HumanEval_66_digitSum,1
deepseekcoder-7b,8bit,py,HumanEval_66_digitSum,1
deepseekcoder-7b,8bit,py,HumanEval_120_maximum,0
deepseekcoder-7b,8bit,py,HumanEval_120_maximum,0
deepseekcoder-7b,8bit,py,HumanEval_120_maximum,0
deepseekcoder-7b,8bit,py,HumanEval_120_maximum,0
deepseekcoder-7b,8bit,py,HumanEval_120_maximum,0
deepseekcoder-7b,8bit,py,HumanEval_120_maximum,0
deepseekcoder-7b,8bit,py,HumanEval_120_maximum,0
deepseekcoder-7b,8bit,py,HumanEval_120_maximum,0
deepseekcoder-7b,8bit,py,HumanEval_120_maximum,0
deepseekcoder-7b,8bit,py,HumanEval_120_maximum,1
deepseekcoder-7b,8bit,py,HumanEval_120_maximum,0
deepseekcoder-7b,8bit,py,HumanEval_120_maximum,0
deepseekcoder-7b,8bit,py,HumanEval_120_maximum,0
deepseekcoder-7b,8bit,py,HumanEval_120_maximum,0
deepseekcoder-7b,8bit,py,HumanEval_120_maximum,0
deepseekcoder-7b,8bit,py,HumanEval_120_maximum,0
deepseekcoder-7b,8bit,py,HumanEval_120_maximum,0
deepseekcoder-7b,8bit,py,HumanEval_120_maximum,0
deepseekcoder-7b,8bit,py,HumanEval_120_maximum,0
deepseekcoder-7b,8bit,py,HumanEval_120_maximum,0
deepseekcoder-7b,8bit,py,HumanEval_54_same_chars,0
deepseekcoder-7b,8bit,py,HumanEval_54_same_chars,0
deepseekcoder-7b,8bit,py,HumanEval_54_same_chars,0
deepseekcoder-7b,8bit,py,HumanEval_54_same_chars,0
deepseekcoder-7b,8bit,py,HumanEval_54_same_chars,0
deepseekcoder-7b,8bit,py,HumanEval_54_same_chars,0
deepseekcoder-7b,8bit,py,HumanEval_54_same_chars,0
deepseekcoder-7b,8bit,py,HumanEval_54_same_chars,0
deepseekcoder-7b,8bit,py,HumanEval_54_same_chars,0
deepseekcoder-7b,8bit,py,HumanEval_54_same_chars,0
deepseekcoder-7b,8bit,py,HumanEval_54_same_chars,0
deepseekcoder-7b,8bit,py,HumanEval_54_same_chars,0
deepseekcoder-7b,8bit,py,HumanEval_54_same_chars,0
deepseekcoder-7b,8bit,py,HumanEval_54_same_chars,0
deepseekcoder-7b,8bit,py,HumanEval_54_same_chars,0
deepseekcoder-7b,8bit,py,HumanEval_54_same_chars,0
deepseekcoder-7b,8bit,py,HumanEval_54_same_chars,0
deepseekcoder-7b,8bit,py,HumanEval_54_same_chars,0
deepseekcoder-7b,8bit,py,HumanEval_54_same_chars,0
deepseekcoder-7b,8bit,py,HumanEval_54_same_chars,0
deepseekcoder-7b,8bit,py,HumanEval_16_count_distinct_characters,1
deepseekcoder-7b,8bit,py,HumanEval_16_count_distinct_characters,1
deepseekcoder-7b,8bit,py,HumanEval_16_count_distinct_characters,1
deepseekcoder-7b,8bit,py,HumanEval_16_count_distinct_characters,1
deepseekcoder-7b,8bit,py,HumanEval_16_count_distinct_characters,1
deepseekcoder-7b,8bit,py,HumanEval_16_count_distinct_characters,1
deepseekcoder-7b,8bit,py,HumanEval_16_count_distinct_characters,1
deepseekcoder-7b,8bit,py,HumanEval_16_count_distinct_characters,1
deepseekcoder-7b,8bit,py,HumanEval_16_count_distinct_characters,1
deepseekcoder-7b,8bit,py,HumanEval_16_count_distinct_characters,1
deepseekcoder-7b,8bit,py,HumanEval_16_count_distinct_characters,1
deepseekcoder-7b,8bit,py,HumanEval_16_count_distinct_characters,1
deepseekcoder-7b,8bit,py,HumanEval_16_count_distinct_characters,1
deepseekcoder-7b,8bit,py,HumanEval_16_count_distinct_characters,1
deepseekcoder-7b,8bit,py,HumanEval_16_count_distinct_characters,1
deepseekcoder-7b,8bit,py,HumanEval_16_count_distinct_characters,1
deepseekcoder-7b,8bit,py,HumanEval_16_count_distinct_characters,1
deepseekcoder-7b,8bit,py,HumanEval_16_count_distinct_characters,1
deepseekcoder-7b,8bit,py,HumanEval_16_count_distinct_characters,1
deepseekcoder-7b,8bit,py,HumanEval_16_count_distinct_characters,1
deepseekcoder-7b,8bit,py,HumanEval_115_max_fill,0
deepseekcoder-7b,8bit,py,HumanEval_115_max_fill,0
deepseekcoder-7b,8bit,py,HumanEval_115_max_fill,0
deepseekcoder-7b,8bit,py,HumanEval_115_max_fill,0
deepseekcoder-7b,8bit,py,HumanEval_115_max_fill,0
deepseekcoder-7b,8bit,py,HumanEval_115_max_fill,0
deepseekcoder-7b,8bit,py,HumanEval_115_max_fill,0
deepseekcoder-7b,8bit,py,HumanEval_115_max_fill,0
deepseekcoder-7b,8bit,py,HumanEval_115_max_fill,0
deepseekcoder-7b,8bit,py,HumanEval_115_max_fill,0
deepseekcoder-7b,8bit,py,HumanEval_115_max_fill,0
deepseekcoder-7b,8bit,py,HumanEval_115_max_fill,0
deepseekcoder-7b,8bit,py,HumanEval_115_max_fill,0
deepseekcoder-7b,8bit,py,HumanEval_115_max_fill,0
deepseekcoder-7b,8bit,py,HumanEval_115_max_fill,0
deepseekcoder-7b,8bit,py,HumanEval_115_max_fill,0
deepseekcoder-7b,8bit,py,HumanEval_115_max_fill,0
deepseekcoder-7b,8bit,py,HumanEval_115_max_fill,0
deepseekcoder-7b,8bit,py,HumanEval_115_max_fill,0
deepseekcoder-7b,8bit,py,HumanEval_115_max_fill,0
deepseekcoder-7b,8bit,py,HumanEval_30_get_positive,1
deepseekcoder-7b,8bit,py,HumanEval_30_get_positive,1
deepseekcoder-7b,8bit,py,HumanEval_30_get_positive,1
deepseekcoder-7b,8bit,py,HumanEval_30_get_positive,1
deepseekcoder-7b,8bit,py,HumanEval_30_get_positive,1
deepseekcoder-7b,8bit,py,HumanEval_30_get_positive,1
deepseekcoder-7b,8bit,py,HumanEval_30_get_positive,1
deepseekcoder-7b,8bit,py,HumanEval_30_get_positive,1
deepseekcoder-7b,8bit,py,HumanEval_30_get_positive,1
deepseekcoder-7b,8bit,py,HumanEval_30_get_positive,1
deepseekcoder-7b,8bit,py,HumanEval_30_get_positive,1
deepseekcoder-7b,8bit,py,HumanEval_30_get_positive,1
deepseekcoder-7b,8bit,py,HumanEval_30_get_positive,1
deepseekcoder-7b,8bit,py,HumanEval_30_get_positive,1
deepseekcoder-7b,8bit,py,HumanEval_30_get_positive,1
deepseekcoder-7b,8bit,py,HumanEval_30_get_positive,1
deepseekcoder-7b,8bit,py,HumanEval_30_get_positive,1
deepseekcoder-7b,8bit,py,HumanEval_30_get_positive,1
deepseekcoder-7b,8bit,py,HumanEval_30_get_positive,1
deepseekcoder-7b,8bit,py,HumanEval_30_get_positive,1
deepseekcoder-7b,8bit,py,HumanEval_93_encode,0
deepseekcoder-7b,8bit,py,HumanEval_93_encode,0
deepseekcoder-7b,8bit,py,HumanEval_93_encode,0
deepseekcoder-7b,8bit,py,HumanEval_93_encode,0
deepseekcoder-7b,8bit,py,HumanEval_93_encode,0
deepseekcoder-7b,8bit,py,HumanEval_93_encode,0
deepseekcoder-7b,8bit,py,HumanEval_93_encode,0
deepseekcoder-7b,8bit,py,HumanEval_93_encode,0
deepseekcoder-7b,8bit,py,HumanEval_93_encode,0
deepseekcoder-7b,8bit,py,HumanEval_93_encode,0
deepseekcoder-7b,8bit,py,HumanEval_93_encode,0
deepseekcoder-7b,8bit,py,HumanEval_93_encode,0
deepseekcoder-7b,8bit,py,HumanEval_93_encode,0
deepseekcoder-7b,8bit,py,HumanEval_93_encode,0
deepseekcoder-7b,8bit,py,HumanEval_93_encode,0
deepseekcoder-7b,8bit,py,HumanEval_93_encode,0
deepseekcoder-7b,8bit,py,HumanEval_93_encode,0
deepseekcoder-7b,8bit,py,HumanEval_93_encode,0
deepseekcoder-7b,8bit,py,HumanEval_93_encode,0
deepseekcoder-7b,8bit,py,HumanEval_93_encode,0
deepseekcoder-7b,8bit,py,HumanEval_95_check_dict_case,1
deepseekcoder-7b,8bit,py,HumanEval_95_check_dict_case,0
deepseekcoder-7b,8bit,py,HumanEval_95_check_dict_case,1
deepseekcoder-7b,8bit,py,HumanEval_95_check_dict_case,1
deepseekcoder-7b,8bit,py,HumanEval_95_check_dict_case,1
deepseekcoder-7b,8bit,py,HumanEval_95_check_dict_case,1
deepseekcoder-7b,8bit,py,HumanEval_95_check_dict_case,1
deepseekcoder-7b,8bit,py,HumanEval_95_check_dict_case,1
deepseekcoder-7b,8bit,py,HumanEval_95_check_dict_case,0
deepseekcoder-7b,8bit,py,HumanEval_95_check_dict_case,1
deepseekcoder-7b,8bit,py,HumanEval_95_check_dict_case,1
deepseekcoder-7b,8bit,py,HumanEval_95_check_dict_case,0
deepseekcoder-7b,8bit,py,HumanEval_95_check_dict_case,0
deepseekcoder-7b,8bit,py,HumanEval_95_check_dict_case,1
deepseekcoder-7b,8bit,py,HumanEval_95_check_dict_case,1
deepseekcoder-7b,8bit,py,HumanEval_95_check_dict_case,1
deepseekcoder-7b,8bit,py,HumanEval_95_check_dict_case,1
deepseekcoder-7b,8bit,py,HumanEval_95_check_dict_case,1
deepseekcoder-7b,8bit,py,HumanEval_95_check_dict_case,1
deepseekcoder-7b,8bit,py,HumanEval_95_check_dict_case,1
deepseekcoder-7b,8bit,py,HumanEval_126_is_sorted,0
deepseekcoder-7b,8bit,py,HumanEval_126_is_sorted,0
deepseekcoder-7b,8bit,py,HumanEval_126_is_sorted,0
deepseekcoder-7b,8bit,py,HumanEval_126_is_sorted,0
deepseekcoder-7b,8bit,py,HumanEval_126_is_sorted,0
deepseekcoder-7b,8bit,py,HumanEval_126_is_sorted,0
deepseekcoder-7b,8bit,py,HumanEval_126_is_sorted,0
deepseekcoder-7b,8bit,py,HumanEval_126_is_sorted,0
deepseekcoder-7b,8bit,py,HumanEval_126_is_sorted,0
deepseekcoder-7b,8bit,py,HumanEval_126_is_sorted,0
deepseekcoder-7b,8bit,py,HumanEval_126_is_sorted,0
deepseekcoder-7b,8bit,py,HumanEval_126_is_sorted,0
deepseekcoder-7b,8bit,py,HumanEval_126_is_sorted,0
deepseekcoder-7b,8bit,py,HumanEval_126_is_sorted,0
deepseekcoder-7b,8bit,py,HumanEval_126_is_sorted,0
deepseekcoder-7b,8bit,py,HumanEval_126_is_sorted,0
deepseekcoder-7b,8bit,py,HumanEval_126_is_sorted,0
deepseekcoder-7b,8bit,py,HumanEval_126_is_sorted,0
deepseekcoder-7b,8bit,py,HumanEval_126_is_sorted,0
deepseekcoder-7b,8bit,py,HumanEval_126_is_sorted,0
deepseekcoder-7b,8bit,py,HumanEval_17_parse_music,0
deepseekcoder-7b,8bit,py,HumanEval_17_parse_music,0
deepseekcoder-7b,8bit,py,HumanEval_17_parse_music,1
deepseekcoder-7b,8bit,py,HumanEval_17_parse_music,0
deepseekcoder-7b,8bit,py,HumanEval_17_parse_music,0
deepseekcoder-7b,8bit,py,HumanEval_17_parse_music,0
deepseekcoder-7b,8bit,py,HumanEval_17_parse_music,0
deepseekcoder-7b,8bit,py,HumanEval_17_parse_music,0
deepseekcoder-7b,8bit,py,HumanEval_17_parse_music,0
deepseekcoder-7b,8bit,py,HumanEval_17_parse_music,0
deepseekcoder-7b,8bit,py,HumanEval_17_parse_music,0
deepseekcoder-7b,8bit,py,HumanEval_17_parse_music,0
deepseekcoder-7b,8bit,py,HumanEval_17_parse_music,0
deepseekcoder-7b,8bit,py,HumanEval_17_parse_music,0
deepseekcoder-7b,8bit,py,HumanEval_17_parse_music,1
deepseekcoder-7b,8bit,py,HumanEval_17_parse_music,0
deepseekcoder-7b,8bit,py,HumanEval_17_parse_music,1
deepseekcoder-7b,8bit,py,HumanEval_17_parse_music,1
deepseekcoder-7b,8bit,py,HumanEval_17_parse_music,0
deepseekcoder-7b,8bit,py,HumanEval_17_parse_music,0
deepseekcoder-7b,8bit,py,HumanEval_24_largest_divisor,1
deepseekcoder-7b,8bit,py,HumanEval_24_largest_divisor,1
deepseekcoder-7b,8bit,py,HumanEval_24_largest_divisor,1
deepseekcoder-7b,8bit,py,HumanEval_24_largest_divisor,0
deepseekcoder-7b,8bit,py,HumanEval_24_largest_divisor,1
deepseekcoder-7b,8bit,py,HumanEval_24_largest_divisor,1
deepseekcoder-7b,8bit,py,HumanEval_24_largest_divisor,1
deepseekcoder-7b,8bit,py,HumanEval_24_largest_divisor,1
deepseekcoder-7b,8bit,py,HumanEval_24_largest_divisor,1
deepseekcoder-7b,8bit,py,HumanEval_24_largest_divisor,1
deepseekcoder-7b,8bit,py,HumanEval_24_largest_divisor,1
deepseekcoder-7b,8bit,py,HumanEval_24_largest_divisor,1
deepseekcoder-7b,8bit,py,HumanEval_24_largest_divisor,1
deepseekcoder-7b,8bit,py,HumanEval_24_largest_divisor,1
deepseekcoder-7b,8bit,py,HumanEval_24_largest_divisor,1
deepseekcoder-7b,8bit,py,HumanEval_24_largest_divisor,1
deepseekcoder-7b,8bit,py,HumanEval_24_largest_divisor,0
deepseekcoder-7b,8bit,py,HumanEval_24_largest_divisor,1
deepseekcoder-7b,8bit,py,HumanEval_24_largest_divisor,1
deepseekcoder-7b,8bit,py,HumanEval_24_largest_divisor,0
deepseekcoder-7b,8bit,py,HumanEval_104_unique_digits,0
deepseekcoder-7b,8bit,py,HumanEval_104_unique_digits,0
deepseekcoder-7b,8bit,py,HumanEval_104_unique_digits,0
deepseekcoder-7b,8bit,py,HumanEval_104_unique_digits,0
deepseekcoder-7b,8bit,py,HumanEval_104_unique_digits,0
deepseekcoder-7b,8bit,py,HumanEval_104_unique_digits,0
deepseekcoder-7b,8bit,py,HumanEval_104_unique_digits,0
deepseekcoder-7b,8bit,py,HumanEval_104_unique_digits,0
deepseekcoder-7b,8bit,py,HumanEval_104_unique_digits,0
deepseekcoder-7b,8bit,py,HumanEval_104_unique_digits,0
deepseekcoder-7b,8bit,py,HumanEval_104_unique_digits,0
deepseekcoder-7b,8bit,py,HumanEval_104_unique_digits,0
deepseekcoder-7b,8bit,py,HumanEval_104_unique_digits,0
deepseekcoder-7b,8bit,py,HumanEval_104_unique_digits,0
deepseekcoder-7b,8bit,py,HumanEval_104_unique_digits,0
deepseekcoder-7b,8bit,py,HumanEval_104_unique_digits,0
deepseekcoder-7b,8bit,py,HumanEval_104_unique_digits,0
deepseekcoder-7b,8bit,py,HumanEval_104_unique_digits,0
deepseekcoder-7b,8bit,py,HumanEval_104_unique_digits,0
deepseekcoder-7b,8bit,py,HumanEval_104_unique_digits,0
deepseekcoder-7b,8bit,py,HumanEval_144_simplify,0
deepseekcoder-7b,8bit,py,HumanEval_144_simplify,0
deepseekcoder-7b,8bit,py,HumanEval_144_simplify,0
deepseekcoder-7b,8bit,py,HumanEval_144_simplify,0
deepseekcoder-7b,8bit,py,HumanEval_144_simplify,0
deepseekcoder-7b,8bit,py,HumanEval_144_simplify,0
deepseekcoder-7b,8bit,py,HumanEval_144_simplify,0
deepseekcoder-7b,8bit,py,HumanEval_144_simplify,0
deepseekcoder-7b,8bit,py,HumanEval_144_simplify,0
deepseekcoder-7b,8bit,py,HumanEval_144_simplify,0
deepseekcoder-7b,8bit,py,HumanEval_144_simplify,0
deepseekcoder-7b,8bit,py,HumanEval_144_simplify,0
deepseekcoder-7b,8bit,py,HumanEval_144_simplify,0
deepseekcoder-7b,8bit,py,HumanEval_144_simplify,0
deepseekcoder-7b,8bit,py,HumanEval_144_simplify,0
deepseekcoder-7b,8bit,py,HumanEval_144_simplify,0
deepseekcoder-7b,8bit,py,HumanEval_144_simplify,0
deepseekcoder-7b,8bit,py,HumanEval_144_simplify,0
deepseekcoder-7b,8bit,py,HumanEval_144_simplify,0
deepseekcoder-7b,8bit,py,HumanEval_144_simplify,0
deepseekcoder-7b,8bit,py,HumanEval_160_do_algebra,0
deepseekcoder-7b,8bit,py,HumanEval_160_do_algebra,0
deepseekcoder-7b,8bit,py,HumanEval_160_do_algebra,0
deepseekcoder-7b,8bit,py,HumanEval_160_do_algebra,0
deepseekcoder-7b,8bit,py,HumanEval_160_do_algebra,0
deepseekcoder-7b,8bit,py,HumanEval_160_do_algebra,0
deepseekcoder-7b,8bit,py,HumanEval_160_do_algebra,0
deepseekcoder-7b,8bit,py,HumanEval_160_do_algebra,0
deepseekcoder-7b,8bit,py,HumanEval_160_do_algebra,0
deepseekcoder-7b,8bit,py,HumanEval_160_do_algebra,0
deepseekcoder-7b,8bit,py,HumanEval_160_do_algebra,0
deepseekcoder-7b,8bit,py,HumanEval_160_do_algebra,0
deepseekcoder-7b,8bit,py,HumanEval_160_do_algebra,0
deepseekcoder-7b,8bit,py,HumanEval_160_do_algebra,0
deepseekcoder-7b,8bit,py,HumanEval_160_do_algebra,0
deepseekcoder-7b,8bit,py,HumanEval_160_do_algebra,0
deepseekcoder-7b,8bit,py,HumanEval_160_do_algebra,0
deepseekcoder-7b,8bit,py,HumanEval_160_do_algebra,0
deepseekcoder-7b,8bit,py,HumanEval_160_do_algebra,0
deepseekcoder-7b,8bit,py,HumanEval_160_do_algebra,0
deepseekcoder-7b,8bit,py,HumanEval_44_change_base,1
deepseekcoder-7b,8bit,py,HumanEval_44_change_base,1
deepseekcoder-7b,8bit,py,HumanEval_44_change_base,1
deepseekcoder-7b,8bit,py,HumanEval_44_change_base,1
deepseekcoder-7b,8bit,py,HumanEval_44_change_base,1
deepseekcoder-7b,8bit,py,HumanEval_44_change_base,1
deepseekcoder-7b,8bit,py,HumanEval_44_change_base,1
deepseekcoder-7b,8bit,py,HumanEval_44_change_base,1
deepseekcoder-7b,8bit,py,HumanEval_44_change_base,1
deepseekcoder-7b,8bit,py,HumanEval_44_change_base,1
deepseekcoder-7b,8bit,py,HumanEval_44_change_base,1
deepseekcoder-7b,8bit,py,HumanEval_44_change_base,1
